SK_ID_CURR,PROB_DEFAULT,PREDIKSI,STATUS
298852,0.4617,0,LAYAK
298855,0.1477,0,LAYAK
298858,0.3504,0,LAYAK
298860,0.2042,0,LAYAK
298861,0.1421,0,LAYAK
298863,0.0781,0,LAYAK
298866,0.6135,0,LAYAK
298873,0.7888,1,TIDAK LAYAK
298880,0.615,0,LAYAK
298889,0.311,0,LAYAK
298896,0.8258,1,TIDAK LAYAK
298917,0.7433,1,TIDAK LAYAK
298929,0.4634,0,LAYAK
298940,0.496,0,LAYAK
298946,0.7229,1,TIDAK LAYAK
298949,0.1133,0,LAYAK
298966,0.2998,0,LAYAK
298984,0.4362,0,LAYAK
298994,0.3592,0,LAYAK
299004,0.7939,1,TIDAK LAYAK
299012,0.2689,0,LAYAK
299022,0.6984,1,TIDAK LAYAK
299024,0.1515,0,LAYAK
299026,0.1746,0,LAYAK
299035,0.2271,0,LAYAK
299036,0.3614,0,LAYAK
299039,0.2387,0,LAYAK
299061,0.6387,0,LAYAK
299064,0.5451,0,LAYAK
299067,0.291,0,LAYAK
299074,0.7315,1,TIDAK LAYAK
299075,0.1633,0,LAYAK
299078,0.5258,0,LAYAK
299109,0.702,1,TIDAK LAYAK
299117,0.5503,0,LAYAK
299121,0.3117,0,LAYAK
299127,0.7123,1,TIDAK LAYAK
299134,0.6219,0,LAYAK
299136,0.3571,0,LAYAK
299137,0.7259,1,TIDAK LAYAK
299139,0.6181,0,LAYAK
299168,0.1347,0,LAYAK
299176,0.1677,0,LAYAK
299184,0.1935,0,LAYAK
299188,0.5401,0,LAYAK
299191,0.7531,1,TIDAK LAYAK
299208,0.6399,0,LAYAK
299229,0.2704,0,LAYAK
299238,0.4133,0,LAYAK
299241,0.7002,1,TIDAK LAYAK
299257,0.1914,0,LAYAK
299260,0.3877,0,LAYAK
299264,0.2921,0,LAYAK
299279,0.4796,0,LAYAK
299308,0.1057,0,LAYAK
299310,0.2792,0,LAYAK
299311,0.3219,0,LAYAK
299317,0.4405,0,LAYAK
299325,0.3213,0,LAYAK
299329,0.2273,0,LAYAK
299334,0.6391,0,LAYAK
299335,0.604,0,LAYAK
299339,0.3394,0,LAYAK
299351,0.2635,0,LAYAK
299352,0.1086,0,LAYAK
299365,0.4764,0,LAYAK
299393,0.3008,0,LAYAK
299400,0.3693,0,LAYAK
299404,0.2968,0,LAYAK
299406,0.5408,0,LAYAK
299410,0.655,0,LAYAK
299413,0.4737,0,LAYAK
299434,0.8,1,TIDAK LAYAK
299448,0.2787,0,LAYAK
299463,0.3369,0,LAYAK
299464,0.7909,1,TIDAK LAYAK
299470,0.3136,0,LAYAK
299480,0.4413,0,LAYAK
299488,0.2041,0,LAYAK
299496,0.5651,0,LAYAK
299501,0.4061,0,LAYAK
299504,0.8153,1,TIDAK LAYAK
299532,0.3554,0,LAYAK
299536,0.3939,0,LAYAK
299550,0.2892,0,LAYAK
299554,0.424,0,LAYAK
299564,0.4693,0,LAYAK
299577,0.5185,0,LAYAK
299581,0.3956,0,LAYAK
299594,0.6454,0,LAYAK
299632,0.1882,0,LAYAK
299633,0.523,0,LAYAK
299650,0.6462,0,LAYAK
299678,0.3547,0,LAYAK
299682,0.2895,0,LAYAK
299705,0.4508,0,LAYAK
299719,0.5316,0,LAYAK
299720,0.2482,0,LAYAK
299724,0.5985,0,LAYAK
299730,0.2211,0,LAYAK
299750,0.3963,0,LAYAK
299766,0.325,0,LAYAK
299774,0.7192,1,TIDAK LAYAK
299787,0.1913,0,LAYAK
299817,0.2669,0,LAYAK
299818,0.6652,0,LAYAK
299826,0.1656,0,LAYAK
299833,0.2633,0,LAYAK
299845,0.3025,0,LAYAK
299847,0.8867,1,TIDAK LAYAK
299850,0.3813,0,LAYAK
299866,0.571,0,LAYAK
299869,0.3571,0,LAYAK
299870,0.5641,0,LAYAK
299874,0.2116,0,LAYAK
299877,0.7748,1,TIDAK LAYAK
299891,0.659,0,LAYAK
299898,0.591,0,LAYAK
299900,0.6396,0,LAYAK
299904,0.2741,0,LAYAK
299912,0.3442,0,LAYAK
299914,0.2308,0,LAYAK
299919,0.161,0,LAYAK
299931,0.3675,0,LAYAK
299934,0.5741,0,LAYAK
299941,0.8168,1,TIDAK LAYAK
299946,0.0958,0,LAYAK
299947,0.5669,0,LAYAK
299972,0.5254,0,LAYAK
299973,0.7661,1,TIDAK LAYAK
299975,0.2986,0,LAYAK
299979,0.3435,0,LAYAK
299981,0.2299,0,LAYAK
299983,0.5428,0,LAYAK
299985,0.3885,0,LAYAK
299986,0.2787,0,LAYAK
300011,0.7067,1,TIDAK LAYAK
300013,0.4664,0,LAYAK
300028,0.1261,0,LAYAK
300042,0.3535,0,LAYAK
300043,0.5403,0,LAYAK
300058,0.7218,1,TIDAK LAYAK
300073,0.2395,0,LAYAK
300075,0.5251,0,LAYAK
300087,0.0584,0,LAYAK
300090,0.2531,0,LAYAK
300107,0.7692,1,TIDAK LAYAK
300115,0.1858,0,LAYAK
300119,0.1001,0,LAYAK
300122,0.77,1,TIDAK LAYAK
300125,0.425,0,LAYAK
300126,0.2195,0,LAYAK
300137,0.8757,1,TIDAK LAYAK
300139,0.4394,0,LAYAK
300145,0.6423,0,LAYAK
300155,0.2858,0,LAYAK
300169,0.0806,0,LAYAK
300170,0.3613,0,LAYAK
300175,0.3313,0,LAYAK
300177,0.4296,0,LAYAK
300186,0.1612,0,LAYAK
300188,0.1129,0,LAYAK
300194,0.3576,0,LAYAK
300207,0.6599,0,LAYAK
300210,0.6408,0,LAYAK
300217,0.4762,0,LAYAK
300221,0.2075,0,LAYAK
300235,0.1786,0,LAYAK
300238,0.0711,0,LAYAK
300240,0.7345,1,TIDAK LAYAK
300241,0.2926,0,LAYAK
300249,0.2193,0,LAYAK
300255,0.4181,0,LAYAK
300259,0.3146,0,LAYAK
300272,0.3704,0,LAYAK
300274,0.5347,0,LAYAK
300276,0.6073,0,LAYAK
300284,0.09,0,LAYAK
300293,0.2207,0,LAYAK
300306,0.2462,0,LAYAK
300310,0.5467,0,LAYAK
300324,0.7098,1,TIDAK LAYAK
300339,0.062,0,LAYAK
300346,0.2531,0,LAYAK
300348,0.2605,0,LAYAK
300354,0.1969,0,LAYAK
300356,0.1336,0,LAYAK
300358,0.2403,0,LAYAK
300363,0.369,0,LAYAK
300366,0.5723,0,LAYAK
300368,0.2225,0,LAYAK
300370,0.5049,0,LAYAK
300385,0.4859,0,LAYAK
300392,0.774,1,TIDAK LAYAK
300393,0.1686,0,LAYAK
300403,0.4462,0,LAYAK
300411,0.4262,0,LAYAK
300420,0.349,0,LAYAK
300421,0.3188,0,LAYAK
300435,0.691,1,TIDAK LAYAK
300437,0.3081,0,LAYAK
300440,0.5219,0,LAYAK
300443,0.3268,0,LAYAK
300456,0.7284,1,TIDAK LAYAK
300458,0.4795,0,LAYAK
300459,0.5562,0,LAYAK
300460,0.2421,0,LAYAK
300462,0.4792,0,LAYAK
300481,0.3036,0,LAYAK
300486,0.7294,1,TIDAK LAYAK
300488,0.233,0,LAYAK
300503,0.4862,0,LAYAK
300506,0.3548,0,LAYAK
300517,0.3713,0,LAYAK
300523,0.1108,0,LAYAK
300525,0.0787,0,LAYAK
300526,0.4982,0,LAYAK
300552,0.1822,0,LAYAK
300560,0.4124,0,LAYAK
300570,0.1107,0,LAYAK
300583,0.6181,0,LAYAK
300585,0.5143,0,LAYAK
300587,0.4485,0,LAYAK
300598,0.6376,0,LAYAK
300600,0.3496,0,LAYAK
300608,0.5375,0,LAYAK
300612,0.1647,0,LAYAK
300618,0.3607,0,LAYAK
300621,0.6616,0,LAYAK
300640,0.3035,0,LAYAK
300641,0.6044,0,LAYAK
300651,0.4809,0,LAYAK
300653,0.129,0,LAYAK
300667,0.1206,0,LAYAK
300678,0.2531,0,LAYAK
300680,0.4516,0,LAYAK
300687,0.3962,0,LAYAK
300702,0.7022,1,TIDAK LAYAK
300717,0.3531,0,LAYAK
300722,0.1269,0,LAYAK
300723,0.299,0,LAYAK
300732,0.674,0,LAYAK
300752,0.6512,0,LAYAK
300761,0.8206,1,TIDAK LAYAK
300775,0.4557,0,LAYAK
300786,0.7049,1,TIDAK LAYAK
300787,0.2055,0,LAYAK
300788,0.3816,0,LAYAK
300789,0.6487,0,LAYAK
300794,0.5901,0,LAYAK
300808,0.4859,0,LAYAK
300834,0.1475,0,LAYAK
300842,0.3777,0,LAYAK
300844,0.7773,1,TIDAK LAYAK
300850,0.3647,0,LAYAK
300851,0.5761,0,LAYAK
300854,0.2754,0,LAYAK
300866,0.0914,0,LAYAK
300867,0.1731,0,LAYAK
300868,0.5643,0,LAYAK
300882,0.3672,0,LAYAK
300883,0.357,0,LAYAK
300891,0.4649,0,LAYAK
300894,0.1785,0,LAYAK
300901,0.6778,0,LAYAK
300904,0.4597,0,LAYAK
300910,0.5081,0,LAYAK
300914,0.5646,0,LAYAK
300918,0.3629,0,LAYAK
300948,0.7309,1,TIDAK LAYAK
300954,0.4134,0,LAYAK
300958,0.6899,1,TIDAK LAYAK
300959,0.2234,0,LAYAK
300970,0.0427,0,LAYAK
300971,0.2782,0,LAYAK
300975,0.4041,0,LAYAK
300981,0.4624,0,LAYAK
300983,0.5609,0,LAYAK
300993,0.7798,1,TIDAK LAYAK
300996,0.1717,0,LAYAK
301001,0.2286,0,LAYAK
301005,0.143,0,LAYAK
301010,0.7754,1,TIDAK LAYAK
301021,0.835,1,TIDAK LAYAK
301026,0.1549,0,LAYAK
301029,0.2561,0,LAYAK
301032,0.3407,0,LAYAK
301061,0.8366,1,TIDAK LAYAK
301073,0.0716,0,LAYAK
301083,0.2887,0,LAYAK
301089,0.5641,0,LAYAK
301093,0.6821,1,TIDAK LAYAK
301098,0.2716,0,LAYAK
301103,0.5785,0,LAYAK
301105,0.7317,1,TIDAK LAYAK
301112,0.7001,1,TIDAK LAYAK
301120,0.1294,0,LAYAK
301122,0.2232,0,LAYAK
301124,0.309,0,LAYAK
301137,0.1969,0,LAYAK
301169,0.4,0,LAYAK
301173,0.3285,0,LAYAK
301177,0.4366,0,LAYAK
301179,0.0954,0,LAYAK
301180,0.7396,1,TIDAK LAYAK
301185,0.2824,0,LAYAK
301195,0.7147,1,TIDAK LAYAK
301199,0.2557,0,LAYAK
301201,0.3338,0,LAYAK
301206,0.3145,0,LAYAK
301209,0.4287,0,LAYAK
301210,0.4054,0,LAYAK
301216,0.8104,1,TIDAK LAYAK
301224,0.7685,1,TIDAK LAYAK
301226,0.4869,0,LAYAK
301227,0.3178,0,LAYAK
301243,0.4432,0,LAYAK
301246,0.1013,0,LAYAK
301248,0.3627,0,LAYAK
301252,0.1116,0,LAYAK
301259,0.7652,1,TIDAK LAYAK
301260,0.2812,0,LAYAK
301267,0.2514,0,LAYAK
301268,0.3311,0,LAYAK
301274,0.3406,0,LAYAK
301281,0.1622,0,LAYAK
301287,0.3422,0,LAYAK
301288,0.2114,0,LAYAK
301299,0.2875,0,LAYAK
301304,0.1734,0,LAYAK
301325,0.6374,0,LAYAK
301327,0.5921,0,LAYAK
301331,0.713,1,TIDAK LAYAK
301332,0.319,0,LAYAK
301336,0.2869,0,LAYAK
301345,0.76,1,TIDAK LAYAK
301348,0.1215,0,LAYAK
301356,0.4164,0,LAYAK
301358,0.3031,0,LAYAK
301360,0.1377,0,LAYAK
301364,0.3408,0,LAYAK
301389,0.2959,0,LAYAK
301415,0.0872,0,LAYAK
301421,0.7648,1,TIDAK LAYAK
301422,0.1641,0,LAYAK
301424,0.5421,0,LAYAK
301426,0.2449,0,LAYAK
301433,0.6527,0,LAYAK
301459,0.8027,1,TIDAK LAYAK
301460,0.5303,0,LAYAK
301478,0.312,0,LAYAK
301483,0.2158,0,LAYAK
301493,0.2052,0,LAYAK
301494,0.1619,0,LAYAK
301503,0.272,0,LAYAK
301510,0.6949,1,TIDAK LAYAK
301516,0.1358,0,LAYAK
301530,0.4547,0,LAYAK
301531,0.3052,0,LAYAK
301549,0.205,0,LAYAK
301550,0.3627,0,LAYAK
301555,0.3031,0,LAYAK
301573,0.2208,0,LAYAK
301588,0.2566,0,LAYAK
301593,0.4302,0,LAYAK
301613,0.4203,0,LAYAK
301625,0.5519,0,LAYAK
301643,0.3603,0,LAYAK
301650,0.2171,0,LAYAK
301651,0.5425,0,LAYAK
301652,0.2692,0,LAYAK
301653,0.5146,0,LAYAK
301665,0.2854,0,LAYAK
301684,0.3165,0,LAYAK
301686,0.6558,0,LAYAK
301694,0.5711,0,LAYAK
301697,0.1094,0,LAYAK
301698,0.383,0,LAYAK
301717,0.1305,0,LAYAK
301725,0.1311,0,LAYAK
301728,0.2849,0,LAYAK
301734,0.1299,0,LAYAK
301749,0.4589,0,LAYAK
301761,0.7575,1,TIDAK LAYAK
301766,0.4484,0,LAYAK
301775,0.5477,0,LAYAK
301782,0.4089,0,LAYAK
301784,0.581,0,LAYAK
301787,0.4089,0,LAYAK
301789,0.6207,0,LAYAK
301790,0.551,0,LAYAK
301804,0.6373,0,LAYAK
301806,0.3605,0,LAYAK
301817,0.364,0,LAYAK
301826,0.2807,0,LAYAK
301837,0.5124,0,LAYAK
301842,0.271,0,LAYAK
301848,0.331,0,LAYAK
301859,0.5547,0,LAYAK
301860,0.2363,0,LAYAK
301867,0.4283,0,LAYAK
301877,0.1348,0,LAYAK
301883,0.2778,0,LAYAK
301902,0.2318,0,LAYAK
301908,0.303,0,LAYAK
301916,0.2397,0,LAYAK
301920,0.2399,0,LAYAK
301921,0.1696,0,LAYAK
301931,0.137,0,LAYAK
301939,0.5188,0,LAYAK
301941,0.2369,0,LAYAK
301943,0.0811,0,LAYAK
301949,0.1164,0,LAYAK
301955,0.4614,0,LAYAK
301963,0.2565,0,LAYAK
301968,0.1664,0,LAYAK
301975,0.6557,0,LAYAK
301988,0.5312,0,LAYAK
302000,0.4654,0,LAYAK
302005,0.2446,0,LAYAK
302007,0.4609,0,LAYAK
302016,0.7054,1,TIDAK LAYAK
302028,0.1915,0,LAYAK
302038,0.418,0,LAYAK
302043,0.1686,0,LAYAK
302051,0.1919,0,LAYAK
302056,0.0942,0,LAYAK
302063,0.2361,0,LAYAK
302072,0.2556,0,LAYAK
302074,0.5163,0,LAYAK
302080,0.1312,0,LAYAK
302093,0.5193,0,LAYAK
302096,0.4459,0,LAYAK
302123,0.1391,0,LAYAK
302125,0.1309,0,LAYAK
302128,0.2225,0,LAYAK
302145,0.5835,0,LAYAK
302146,0.5071,0,LAYAK
302160,0.7321,1,TIDAK LAYAK
302166,0.345,0,LAYAK
302174,0.3151,0,LAYAK
302175,0.5342,0,LAYAK
302186,0.7414,1,TIDAK LAYAK
302190,0.3611,0,LAYAK
302202,0.3909,0,LAYAK
302207,0.3248,0,LAYAK
302211,0.2405,0,LAYAK
302215,0.3792,0,LAYAK
302216,0.394,0,LAYAK
302217,0.1288,0,LAYAK
302225,0.7939,1,TIDAK LAYAK
302231,0.3884,0,LAYAK
302233,0.1185,0,LAYAK
302259,0.22,0,LAYAK
302263,0.7075,1,TIDAK LAYAK
302281,0.4744,0,LAYAK
302285,0.1912,0,LAYAK
302288,0.2447,0,LAYAK
302292,0.8344,1,TIDAK LAYAK
302303,0.3897,0,LAYAK
302306,0.3967,0,LAYAK
302309,0.5003,0,LAYAK
302332,0.1845,0,LAYAK
302341,0.054,0,LAYAK
302350,0.6029,0,LAYAK
302352,0.477,0,LAYAK
302356,0.5892,0,LAYAK
302361,0.2924,0,LAYAK
302364,0.6844,1,TIDAK LAYAK
302373,0.1356,0,LAYAK
302378,0.4648,0,LAYAK
302385,0.228,0,LAYAK
302389,0.5443,0,LAYAK
302393,0.429,0,LAYAK
302403,0.2175,0,LAYAK
302422,0.1812,0,LAYAK
302425,0.4708,0,LAYAK
302431,0.7716,1,TIDAK LAYAK
302443,0.4417,0,LAYAK
302448,0.1812,0,LAYAK
302449,0.5353,0,LAYAK
302455,0.5349,0,LAYAK
302460,0.1258,0,LAYAK
302462,0.2791,0,LAYAK
302466,0.2381,0,LAYAK
302467,0.1653,0,LAYAK
302470,0.4304,0,LAYAK
302472,0.2599,0,LAYAK
302480,0.5567,0,LAYAK
302481,0.1375,0,LAYAK
302491,0.4846,0,LAYAK
302494,0.1014,0,LAYAK
302503,0.7491,1,TIDAK LAYAK
302504,0.6648,0,LAYAK
302507,0.6549,0,LAYAK
302527,0.5518,0,LAYAK
302571,0.7228,1,TIDAK LAYAK
302580,0.6092,0,LAYAK
302583,0.3307,0,LAYAK
302591,0.0612,0,LAYAK
302601,0.3436,0,LAYAK
302613,0.4244,0,LAYAK
302621,0.1871,0,LAYAK
302638,0.1497,0,LAYAK
302639,0.637,0,LAYAK
302655,0.3993,0,LAYAK
302670,0.3684,0,LAYAK
302673,0.7668,1,TIDAK LAYAK
302675,0.1839,0,LAYAK
302691,0.275,0,LAYAK
302701,0.2061,0,LAYAK
302705,0.2269,0,LAYAK
302727,0.4306,0,LAYAK
302750,0.311,0,LAYAK
302751,0.5186,0,LAYAK
302757,0.6646,0,LAYAK
302758,0.7845,1,TIDAK LAYAK
302761,0.7935,1,TIDAK LAYAK
302767,0.5866,0,LAYAK
302787,0.2164,0,LAYAK
302797,0.2836,0,LAYAK
302799,0.5763,0,LAYAK
302800,0.4797,0,LAYAK
302815,0.3278,0,LAYAK
302826,0.845,1,TIDAK LAYAK
302827,0.1572,0,LAYAK
302842,0.07,0,LAYAK
302856,0.3024,0,LAYAK
302877,0.2255,0,LAYAK
302879,0.3343,0,LAYAK
302881,0.2793,0,LAYAK
302882,0.42,0,LAYAK
302885,0.3746,0,LAYAK
302905,0.188,0,LAYAK
302911,0.0979,0,LAYAK
302916,0.5651,0,LAYAK
302919,0.6099,0,LAYAK
302947,0.3379,0,LAYAK
302957,0.5773,0,LAYAK
302968,0.2543,0,LAYAK
302978,0.5675,0,LAYAK
302984,0.691,1,TIDAK LAYAK
302991,0.0765,0,LAYAK
303007,0.2465,0,LAYAK
303010,0.2446,0,LAYAK
303012,0.7059,1,TIDAK LAYAK
303013,0.7433,1,TIDAK LAYAK
303024,0.2803,0,LAYAK
303027,0.414,0,LAYAK
303034,0.2611,0,LAYAK
303036,0.6494,0,LAYAK
303037,0.2231,0,LAYAK
303050,0.2627,0,LAYAK
303060,0.5727,0,LAYAK
303062,0.241,0,LAYAK
303066,0.1361,0,LAYAK
303068,0.6426,0,LAYAK
303077,0.8089,1,TIDAK LAYAK
303080,0.1111,0,LAYAK
303082,0.2025,0,LAYAK
303083,0.1507,0,LAYAK
303085,0.4192,0,LAYAK
303087,0.3105,0,LAYAK
303089,0.2966,0,LAYAK
303103,0.1055,0,LAYAK
303105,0.2654,0,LAYAK
303106,0.5803,0,LAYAK
303120,0.4184,0,LAYAK
303121,0.1028,0,LAYAK
303127,0.2132,0,LAYAK
303130,0.4718,0,LAYAK
303142,0.077,0,LAYAK
303162,0.4452,0,LAYAK
303169,0.5239,0,LAYAK
303189,0.121,0,LAYAK
303220,0.1963,0,LAYAK
303222,0.712,1,TIDAK LAYAK
303223,0.2108,0,LAYAK
303227,0.3358,0,LAYAK
303262,0.5472,0,LAYAK
303264,0.2275,0,LAYAK
303277,0.4312,0,LAYAK
303288,0.1321,0,LAYAK
303292,0.303,0,LAYAK
303294,0.7003,1,TIDAK LAYAK
303301,0.8778,1,TIDAK LAYAK
303312,0.542,0,LAYAK
303328,0.3486,0,LAYAK
303330,0.1417,0,LAYAK
303347,0.2294,0,LAYAK
303354,0.0917,0,LAYAK
303356,0.1094,0,LAYAK
303362,0.278,0,LAYAK
303377,0.4691,0,LAYAK
303386,0.4964,0,LAYAK
303393,0.1984,0,LAYAK
303397,0.2976,0,LAYAK
303403,0.6029,0,LAYAK
303413,0.0421,0,LAYAK
303416,0.6123,0,LAYAK
303428,0.3243,0,LAYAK
303429,0.4727,0,LAYAK
303432,0.3121,0,LAYAK
303446,0.6281,0,LAYAK
303455,0.6753,0,LAYAK
303464,0.2705,0,LAYAK
303465,0.1026,0,LAYAK
303473,0.5201,0,LAYAK
303476,0.6304,0,LAYAK
303479,0.4377,0,LAYAK
303482,0.2353,0,LAYAK
303484,0.5751,0,LAYAK
303492,0.5043,0,LAYAK
303493,0.7409,1,TIDAK LAYAK
303497,0.4357,0,LAYAK
303498,0.3561,0,LAYAK
303499,0.2554,0,LAYAK
303509,0.195,0,LAYAK
303513,0.2752,0,LAYAK
303524,0.0839,0,LAYAK
303525,0.7758,1,TIDAK LAYAK
303540,0.2361,0,LAYAK
303544,0.1662,0,LAYAK
303548,0.3172,0,LAYAK
303551,0.3635,0,LAYAK
303569,0.4078,0,LAYAK
303584,0.4322,0,LAYAK
303592,0.7232,1,TIDAK LAYAK
303602,0.593,0,LAYAK
303607,0.4686,0,LAYAK
303619,0.4177,0,LAYAK
303630,0.2774,0,LAYAK
303643,0.8255,1,TIDAK LAYAK
303644,0.7679,1,TIDAK LAYAK
303670,0.4358,0,LAYAK
303671,0.293,0,LAYAK
303678,0.1695,0,LAYAK
303689,0.1888,0,LAYAK
303698,0.4444,0,LAYAK
303702,0.2107,0,LAYAK
303704,0.3211,0,LAYAK
303711,0.1265,0,LAYAK
303727,0.2727,0,LAYAK
303728,0.1486,0,LAYAK
303741,0.6992,1,TIDAK LAYAK
303752,0.1773,0,LAYAK
303755,0.2753,0,LAYAK
303777,0.3021,0,LAYAK
303790,0.6861,1,TIDAK LAYAK
303798,0.1485,0,LAYAK
303804,0.8088,1,TIDAK LAYAK
303812,0.3064,0,LAYAK
303814,0.534,0,LAYAK
303817,0.7579,1,TIDAK LAYAK
303818,0.4792,0,LAYAK
303848,0.3785,0,LAYAK
303850,0.0568,0,LAYAK
303854,0.2392,0,LAYAK
303857,0.1348,0,LAYAK
303860,0.2644,0,LAYAK
303870,0.6117,0,LAYAK
303877,0.1197,0,LAYAK
303884,0.6296,0,LAYAK
303893,0.1462,0,LAYAK
303899,0.4493,0,LAYAK
303900,0.7823,1,TIDAK LAYAK
303902,0.2913,0,LAYAK
303906,0.3319,0,LAYAK
303920,0.6195,0,LAYAK
303937,0.3557,0,LAYAK
303939,0.2004,0,LAYAK
303941,0.1797,0,LAYAK
303962,0.2768,0,LAYAK
303963,0.5104,0,LAYAK
303971,0.3944,0,LAYAK
303978,0.2292,0,LAYAK
303980,0.6709,0,LAYAK
303986,0.4789,0,LAYAK
304018,0.728,1,TIDAK LAYAK
304025,0.0961,0,LAYAK
304027,0.0924,0,LAYAK
304028,0.7243,1,TIDAK LAYAK
304029,0.2272,0,LAYAK
304030,0.1405,0,LAYAK
304035,0.3879,0,LAYAK
304040,0.5956,0,LAYAK
304058,0.6314,0,LAYAK
304083,0.2649,0,LAYAK
304089,0.8174,1,TIDAK LAYAK
304092,0.511,0,LAYAK
304093,0.4192,0,LAYAK
304100,0.1457,0,LAYAK
304121,0.5063,0,LAYAK
304142,0.3865,0,LAYAK
304154,0.4033,0,LAYAK
304158,0.6871,1,TIDAK LAYAK
304164,0.4061,0,LAYAK
304173,0.6956,1,TIDAK LAYAK
304175,0.2433,0,LAYAK
304182,0.2858,0,LAYAK
304194,0.3144,0,LAYAK
304201,0.4927,0,LAYAK
304202,0.3944,0,LAYAK
304206,0.4933,0,LAYAK
304210,0.3162,0,LAYAK
304226,0.0535,0,LAYAK
304237,0.0787,0,LAYAK
304256,0.5347,0,LAYAK
304257,0.2277,0,LAYAK
304265,0.2659,0,LAYAK
304271,0.5624,0,LAYAK
304274,0.5997,0,LAYAK
304286,0.4108,0,LAYAK
304292,0.433,0,LAYAK
304299,0.2862,0,LAYAK
304350,0.3286,0,LAYAK
304352,0.1046,0,LAYAK
304355,0.204,0,LAYAK
304360,0.3468,0,LAYAK
304361,0.7044,1,TIDAK LAYAK
304363,0.6949,1,TIDAK LAYAK
304375,0.636,0,LAYAK
304378,0.204,0,LAYAK
304382,0.7104,1,TIDAK LAYAK
304385,0.7936,1,TIDAK LAYAK
304386,0.3733,0,LAYAK
304387,0.544,0,LAYAK
304388,0.3451,0,LAYAK
304391,0.4265,0,LAYAK
304398,0.4956,0,LAYAK
304406,0.1508,0,LAYAK
304420,0.3009,0,LAYAK
304431,0.2868,0,LAYAK
304436,0.8697,1,TIDAK LAYAK
304438,0.1405,0,LAYAK
304440,0.3407,0,LAYAK
304441,0.1699,0,LAYAK
304450,0.1596,0,LAYAK
304451,0.8365,1,TIDAK LAYAK
304454,0.4204,0,LAYAK
304462,0.6839,1,TIDAK LAYAK
304466,0.607,0,LAYAK
304469,0.7871,1,TIDAK LAYAK
304472,0.3332,0,LAYAK
304475,0.7691,1,TIDAK LAYAK
304481,0.152,0,LAYAK
304483,0.2027,0,LAYAK
304485,0.6507,0,LAYAK
304486,0.2044,0,LAYAK
304504,0.2987,0,LAYAK
304505,0.2353,0,LAYAK
304512,0.2815,0,LAYAK
304516,0.6536,0,LAYAK
304517,0.1578,0,LAYAK
304528,0.2769,0,LAYAK
304530,0.4259,0,LAYAK
304536,0.1912,0,LAYAK
304549,0.1334,0,LAYAK
304552,0.6837,1,TIDAK LAYAK
304554,0.6174,0,LAYAK
304581,0.5494,0,LAYAK
304593,0.1589,0,LAYAK
304596,0.7681,1,TIDAK LAYAK
304604,0.2343,0,LAYAK
304610,0.5398,0,LAYAK
304614,0.1274,0,LAYAK
304628,0.7397,1,TIDAK LAYAK
304629,0.2295,0,LAYAK
304637,0.3588,0,LAYAK
304644,0.1246,0,LAYAK
304654,0.4268,0,LAYAK
304664,0.7734,1,TIDAK LAYAK
304676,0.2062,0,LAYAK
304680,0.6831,1,TIDAK LAYAK
304687,0.1432,0,LAYAK
304696,0.4351,0,LAYAK
304698,0.4451,0,LAYAK
304700,0.567,0,LAYAK
304703,0.5618,0,LAYAK
304704,0.2063,0,LAYAK
304710,0.3712,0,LAYAK
304717,0.3165,0,LAYAK
304729,0.6794,0,LAYAK
304732,0.332,0,LAYAK
304736,0.0874,0,LAYAK
304738,0.5327,0,LAYAK
304756,0.2381,0,LAYAK
304771,0.1677,0,LAYAK
304773,0.1441,0,LAYAK
304776,0.2729,0,LAYAK
304778,0.0873,0,LAYAK
304779,0.7777,1,TIDAK LAYAK
304780,0.1749,0,LAYAK
304790,0.6211,0,LAYAK
304793,0.0735,0,LAYAK
304805,0.6621,0,LAYAK
304811,0.1212,0,LAYAK
304825,0.3409,0,LAYAK
304828,0.6021,0,LAYAK
304829,0.5132,0,LAYAK
304842,0.6087,0,LAYAK
304851,0.5585,0,LAYAK
304857,0.2548,0,LAYAK
304884,0.3297,0,LAYAK
304891,0.37,0,LAYAK
304897,0.5444,0,LAYAK
304898,0.4093,0,LAYAK
304905,0.501,0,LAYAK
304907,0.3825,0,LAYAK
304917,0.2073,0,LAYAK
304931,0.255,0,LAYAK
304935,0.1167,0,LAYAK
304942,0.5362,0,LAYAK
304954,0.7207,1,TIDAK LAYAK
304959,0.0877,0,LAYAK
304968,0.4501,0,LAYAK
304971,0.2624,0,LAYAK
304977,0.4782,0,LAYAK
304982,0.3585,0,LAYAK
304985,0.1426,0,LAYAK
304991,0.274,0,LAYAK
304992,0.5468,0,LAYAK
304997,0.6203,0,LAYAK
305004,0.2638,0,LAYAK
305008,0.2486,0,LAYAK
305019,0.2937,0,LAYAK
305020,0.6554,0,LAYAK
305025,0.2059,0,LAYAK
305037,0.1718,0,LAYAK
305046,0.6517,0,LAYAK
305056,0.2082,0,LAYAK
305062,0.3157,0,LAYAK
305064,0.8182,1,TIDAK LAYAK
305065,0.213,0,LAYAK
305076,0.4632,0,LAYAK
305108,0.2444,0,LAYAK
305110,0.2565,0,LAYAK
305115,0.668,0,LAYAK
305121,0.7294,1,TIDAK LAYAK
305125,0.1207,0,LAYAK
305141,0.2498,0,LAYAK
305151,0.1,0,LAYAK
305159,0.2584,0,LAYAK
305162,0.263,0,LAYAK
